CAMMENU_0EV,‫0EV‬
PBMENU_PROTECT,‫حماية‬
PBMENU_PROTECT_ALL_CLEAR_GUIDE,‫ايقاف تشغيل حماية الصورة‬
PBMENU_PROTECT_ALL_CLEAR_GUIDE_2,‫لجميع الصور في المجلد‬
PBMENU_PROTECT_ALL_SET_GUIDE,‫تشغيل حماية الصورة‬
PBMENU_PROTECT_ALL_SET_GUIDE_2,‫لجميع الصور في المجلد‬
PBMENU_PROTECT_DATEALL_CLEAR_GUIDE,‫ إيقاف تشغيل حماية الصورة‬
PBMENU_PROTECT_DATEALL_CLEAR_GUIDE_2,‫لجميع الصور في نطاق التاريخ هذا‬
PBMENU_PROTECT_DATEALL_SET_GUIDE,‫تشغيل حماية الصورة‬
PBMENU_PROTECT_DATEALL_SET_GUIDE_2,‫لجميع الصور في نطاق التاريخ هذا‬
PBMENU_PROTECT_EVENTALL_CLEAR_GUIDE,‫ إيقاف تشغيل حماية الصورة لجميع‬
PBMENU_PROTECT_EVENTALL_CLEAR_GUIDE_2,‫الصور في هذا الحدث‬
PBMENU_PROTECT_EVENTALL_SET_GUIDE,‫تشغيل حماية الصورة لجميع‬
PBMENU_PROTECT_EVENTALL_SET_GUIDE_2,‫الصور في هذا الحدث‬
PBMENU_PROTECT_FAVALL_CLEAR_GUIDE,‫ إيقاف تشغيل حماية الصورة‬
PBMENU_PROTECT_FAVALL_CLEAR_GUIDE_2,‫لجميع الصور في هذه المجموعة‬
PBMENU_PROTECT_FAVALL_SET_GUIDE,‫تشغيل حماية الصورة‬
PBMENU_PROTECT_FAVALL_SET_GUIDE_2,‫لجميع الصور في هذه المجموعة‬
PBMENU_PROTECT_SELECT_GUIDE,‫تشغيل/إيقاف تشغيل حماية الصورة‬
PBMENU_PROTECT_SELECT_GUIDE_2,‫الصور المتعددة المختارة‬
PBMENU_PROTECT_SINGLE_GUIDE,‫تشغيل/إيقاف تشغيل‬
PBMENU_PROTECT_SINGLE_GUIDE_2,‫حماية الصورة‬
PBMENU_REFINE,‫مرشح بالأوجه‬
PBMENU_REFINE_BABY,‫أطفال رضع‬
PBMENU_REFINE_BABY_GUIDE,‫ إيجاد وعرض صور مع أطفال رضع‬
PBMENU_REFINE_BABY_GUIDE_2,‫‬
PBMENU_REFINE_CHILD,‫أطفال‬
PBMENU_REFINE_CHILD_GUIDE,‫ إيجاد وعرض صور مع أوجه أطفال‬
PBMENU_REFINE_CHILD_GUIDE_2,‫‬
PBMENU_REFINE_CLEAR_GUIDE,‫ عرض جميع الصور‬
PBMENU_REFINE_CLEAR_GUIDE_2,‫‬
PBMENU_REFINE_FACE,‫كل الناس‬
PBMENU_REFINE_FACE_GUIDE,‫ إيجاد وعرض صور مع أوجه الناس‬
PBMENU_REFINE_FACE_GUIDE_2,‫‬
PBMENU_REFINE_SMILE,‫ابتسامات‬
PBMENU_REFINE_SMILE_GUIDE,‫ إيجاد وعرض صور مع‬
PBMENU_REFINE_SMILE_GUIDE_2,‫أوجه الناس المبتسمة‬
PBMENU_ROTATE,‫تدوير‬
PBMENU_ROTATE_GUIDE,‫تدوير الصور‬
PBMENU_ROTATE_GUIDE_2,‫‬
PBMENU_SCRAPBOOKALLSAVE,‫حفظ كل صفحات في سجل القصاصات‬
PBMENU_SCRAPBOOKALL_GUIDE,‫حفظ كل صفحات سجل القصاصات‬
PBMENU_SCRAPBOOKALL_GUIDE_2,‫كصور‬
PBMENU_SHARE_CLEAR,‫حدف علامة اشتراك‬
PBMENU_SHARE_CLEAR_DATEALL_GUIDE,‫حذف جميع الصور في نطاق‬
PBMENU_SHARE_CLEAR_DATEALL_GUIDE_2,‫التاريخ هذا من علامة اشتراك‬
PBMENU_SHARE_CLEAR_EVENTALL_GUIDE,‫حذف جميع الصور في هذا الحدث‬
PBMENU_SHARE_CLEAR_EVENTALL_GUIDE_2,‫من علامة اشتراك‬
PBMENU_SHARE_CLEAR_FAVALL_GUIDE,‫حذف جميع الصور في هذه‬
PBMENU_SHARE_CLEAR_FAVALL_GUIDE_2,‫المجموعة من علامة اشتراك‬
PBMENU_SHARE_ENTRY,‫ إضافة الى علامة اشتراك‬
PBMENU_SHARE_ENTRY_DATEALL_GUIDE,‫ إضافة جميع الصور في نطاق‬
PBMENU_SHARE_ENTRY_DATEALL_GUIDE_2,‫التاريخ هذا الى علامة اشتراك‬
PBMENU_SHARE_ENTRY_EVENTALL_GUIDE,‫ إضافة جميع الصور في هذا الحدث‬
PBMENU_SHARE_ENTRY_EVENTALL_GUIDE_2,‫الى علامة اشتراك‬
PBMENU_SHARE_ENTRY_FAVALL_GUIDE,‫ إضافة جميع الصور في هذه‬
PBMENU_SHARE_ENTRY_FAVALL_GUIDE_2,‫المجموعة الى علامة اشتراك‬
PBMENU_SHARE_SELECT_GUIDE,‫اضافة/حذف الصور المختارة‬
PBMENU_SHARE_SELECT_GUIDE_2,‫الى/من علامة اشتراك‬
PBMENU_SHARE_SET,‫اضافة/حذف علامة اشتراك‬
PBMENU_SHARE_SINGLE_GUIDE,‫اضافة/حذف هذه الصورة‬
PBMENU_SHARE_SINGLE_GUIDE_2,‫الي/من علامة اشتراك‬
PBMENU_SLIDESHOW_GUIDE,‫ عرض تلقائي بمصاحبة‬
PBMENU_SLIDESHOW_GUIDE_2,‫الموسيقى والمؤثرات‬
PBMENU_THISIMAGE,‫هذه الصورة‬
PBMENU_THISPAGE_GUIDE,‫حفظ صورة صفحة‬
PBMENU_THISPAGE_GUIDE_2,‫سجل القصاصات هذه‬
PBMENU_VIEWSELECT,‫وضع عرض‬
PBMENU_VOLUMESETTINGS,‫ إعدادات مستوى الصوت‬
PBMENU_VOLUME_GUIDE,‫ضبط مستوى الصوت في‬
PBMENU_VOLUME_GUIDE_2,‫ عرض الصور المستمر/الصور المتحركة‬
PBMENU_WIDEZOOM,‫ عرض زوم واسع‬
PBMENU_WSCREEN_GUIDE,‫قطع الصورة الى حجم 16:9‬
PBMENU_WSCREEN_GUIDE_2,‫وعرضها‬
PRINTMENU_10X15CM,‫10x15 cm‬
PRINTMENU_1PICBORDER,‫صورة واحدة/محددة‬
PRINTMENU_1PICNOBORDER,‫صورة واحدة/لاحدود‬
PRINTMENU_2L,‫13x18 cm‬
PRINTMENU_2PICS,‫2 صورة‬
PRINTMENU_3PICS,‫3 صور‬
PRINTMENU_4PICS,‫4 صور‬
PRINTMENU_4X6,‫"‌4x6‬
PRINTMENU_8PICS,‫8 صور‬
PRINTMENU_A3,‫A3‬
PRINTMENU_A3PLUS,‫A3+‬
PRINTMENU_A4,‫A4‬
PRINTMENU_A6,‫A6‬
PRINTMENU_DATE,‫تاريخ‬
PRINTMENU_DATE_A,‫تاريخ‬
PRINTMENU_DAYANDTIME,‫يوم & وقت‬
PRINTMENU_HAGAKI,‫هجاكـي‬
PRINTMENU_HDTV,‫حجم عريض‬
PRINTMENU_INDEX,‫فهرس‬
PRINTMENU_INDEXPRINT,‫طباعة الفهرس‬
PRINTMENU_L,‫9x13 cm‬
PRINTMENU_LETTER,‫رسالــة‬
PRINTMENU_PICTUREINPAPER,‫مظهر‬
PRINTMENU_QUANTITY,‫العدد‬
PRINTMENU_SIZE,‫الحجم‬
SAVE,‫احفظ‬
SETUP_AFILLUMINATOR,‫مصدر ضوء AF‬
SETUP_AFILLUMINATOR_GUIDE2,‫ضوء مشبع للتركيز البؤري في ضوء منخفض‬
SETUP_AFILLUMINATOR_GUIDE2_2,‫‬
SETUP_AFMODE,‫وضع AF‬
SETUP_AFMODE_GUIDE2,‫ إعدادات تركيز بؤري تلقائي‬
SETUP_AFMODE_GUIDE2_2,‫‬
SETUP_AUTOREVIEW,‫مراجعة تلقائية‬
SETUP_AUTOREVIEW_GUIDE2,‫مراجعة الصورة بعد 2 ثانية من التسجيل‬
SETUP_AUTOREVIEW_GUIDE2_2,‫‬
SETUP_BEEP,‫صوت تنبيه‬
SETUP_BEEP_GUIDE2,‫ إعدادات صوت التنبيه‬
SETUP_BEEP_GUIDE2_2,‫‬
SETUP_BGMTOOL_DOWNLOAD_GUIDE2,‫تغيير موسيقى عرض الصور المستمر‬
SETUP_BGMTOOL_DOWNLOAD_GUIDE2_2,‫‬
SETUP_BGMTOOL_FORMAT_GUIDE2,‫حذف كل موسيقى عرض الصور المستمر‬
SETUP_BGMTOOL_FORMAT_GUIDE2_2,‫‬
SETUP_BGM_DOWNLOAD,‫تنزيل موسيقى‬
SETUP_BGM_FORMAT,‫تهيئة الموسيقى‬
SETUP_CALIBRATION,‫معايرة‬
SETUP_CAM1,‫ إعدادات التصوير 1‬
SETUP_CAM2,‫ إعدادات التصوير 2‬
SETUP_CHANGERECFOLDER,‫تغيير مجلد تسجيل‬
SETUP_CLOCK_GUIDE2,‫ضبط التاريخ والوقت‬
SETUP_CLOCK_GUIDE2_2,‫‬
SETUP_COMPONENT,‫COMPONENT‬
SETUP_COMPONENT_D1,‫SD‬
SETUP_COMPONENT_D3,‫‌(‌H‌D‌(‌1‌0‌8‌0‌i‬
SETUP_COMPONENT_GUIDE2,‫ إعدادات مخرج Component‬
SETUP_COMPONENT_GUIDE2_2,‫‬
SETUP_CONTROLGUIDE,‫دليل التحكم‬
SETUP_CONTROLGUIDE_GUIDE,‫ إعدادات دليل التحكم‬
SETUP_CONVERSION_GUIDE2,‫ إختيار عدسة تحويل‬
SETUP_CONVERSION_GUIDE2_2,‫‬
SETUP_COPY,‫نسخ‬
SETUP_CREATERECFOLDER,‫ عمل مجلد تسجيل‬
SETUP_DEMOMODE,‫وضع العرض الإيضاحي‬
SETUP_DEMOMODE_GUIDE,‫ضبط لتشغيل وضع العرض الإيضاحي‬
SETUP_DEMOMODE_GUIDE_2,‫‬
SETUP_DIGITALZOOM,‫زوم رقمي‬
SETUP_DIGITALZOOM_PRECISION,‫دقيق‬
SETUP_DIGITALZOOM_SMART,‫ذكي‬
SETUP_DIRECTIONJUDGE,‫توجيه تلقائي‬
SETUP_DIRECTIONJUDGE_GUIDE2,‫حفظ معلومات اتجاه الكاميرا مع الصورة‬
SETUP_DIRECTIONJUDGE_GUIDE2_2,‫‬
SETUP_DISP,‫ضبط العرض‬
SETUP_DISP_09,‫9‬
SETUP_DISP_12,‫12‬
SETUP_DISP_16,‫16‬
SETUP_DISP_20,‫20‬
SETUP_DISP_BRIGHT,‫سطوع‬
SETUP_DISP_BRIGHTNESS,‫سطوع الشاشة LCD‬
SETUP_DISP_BRIGHTNESSSET,‫سطوع‬
SETUP_DISP_HISTOGRAMSET,‫رسم بياني‬
SETUP_DISP_IMAGEONLY,‫صورة فقط‬
SETUP_DISP_INDEX,‫ضبط فهرس الصورة‬
SETUP_DISP_MSG_GRAPH_OFF,‫لايعرض رسم بياني‬
SETUP_DISP_MSG_GRAPH_ON,‫ عرض سطوع الصورة كرسم بياني‬
SETUP_DISP_MSG_ICON,‫ عرض أزرار التشغيل فقط‬
SETUP_DISP_MSG_IMAGE,‫ عرض الصورة فقط‬
SETUP_DISP_MSG_INFO,‫ عرض أزرار التشغيل والمعلومات‬
SETUP_DISP_MSG_LIGHT_BRIGHT,‫ضبط الشاشة إلى سطوع أعلى‬
SETUP_DISP_MSG_LIGHT_NORMAL,‫ضبط الشاشة إلى سطوع عادي‬
SETUP_DISP_MSG_THUMBNAIL_09,‫ عرض فهرس 9 صور‬
SETUP_DISP_MSG_THUMBNAIL_12,‫ عرض فهرس 12 صورة‬
SETUP_DISP_MSG_THUMBNAIL_16,‫ عرض فهرس 16 صورة‬
SETUP_DISP_MSG_THUMBNAIL_20,‫ عرض فهرس 20 صورة‬
SETUP_DISP_MSG_WIDEZOOMSET_OFF,‫ عرض صور بنسبة أبعاد أصلية‬
SETUP_DISP_MSG_WIDEZOOMSET_ON,‫ عرض صور في حجم شاشة كامل‬
SETUP_DISP_OFF,‫ إيقاف‬
SETUP_DISP_ON,‫تشغيل‬
SETUP_DISP_OPT,‫ عدد الصور‬
SETUP_DISP_PLAY,‫ضبط عرض الشاشة عند العرض‬
SETUP_DISP_SHOOT,‫ضبط عرض الشاشة عند التسجيل‬
SETUP_DISP_WIDEZOOMSET,‫زوم عريض‬
SETUP_EXPANDEDFOUCS_GUIDE2,‫تكبير المركز أثناء التركيز البؤري اليدوي‬
SETUP_EXPANDEDFOUCS_GUIDE2_2,‫‬
SETUP_EZOOM_GUIDE2,‫تهيئات زوم رقمي‬
SETUP_EZOOM_GUIDE2_2,‫‬
SETUP_FLASHSYNCHRO_GUIDE2,‫ إختيار توقيت الفلاش‬
SETUP_FLASHSYNCHRO_GUIDE2_2,‫‬
SETUP_FORMAT,‫تهيئة‬
SETUP_FUNCTIONGUIDE,‫دليل الوظائف‬
SETUP_FUNCTIONGUIDE_GUIDE2,‫تهيئات دليل الوظيفة‬
SETUP_FUNCTIONGUIDE_GUIDE2_2,‫‬
SETUP_GRIDLINE,‫خطوط مساعدة‬
SETUP_GRIDLINE_GUIDE2,‫دلائل من أجل لقطات مركبة‬
SETUP_GRIDLINE_GUIDE2_2,‫‬
SETUP_HOUSING,‫ غطاء‬
SETUP_INITIALIZE,‫تجهيز أولى‬
SETUP_INITIALIZE_GUIDE2,‫ إعادة ضبط التهيئات الأساسية الأصلية‬
SETUP_INITIALIZE_GUIDE2_2,‫‬
SETUP_INTERNALMEMORY_FORMAT_GUIDE2,‫تهيئة الذالكرة الداخلية‬
SETUP_INTERNALMEMORY_FORMAT_GUIDE2_2,‫‬
SETUP_LANG,‫ عر بي‬
SETUP_LANG_5WAY,‫ عر بي‬
SETUP_LCD_RESPOINT_GUIDE2,‫ضبط موضع الاستجابة للمس الشاشة LCD‬
SETUP_LCD_RESPOINT_GUIDE2_2,‫‬
SETUP_LUNSET,‫ إعدادات LUN‬
SETUP_LUNSET_GUIDE,‫اختيار الوسائط للتوصيل الى‬
SETUP_LUNSET_GUIDE_2,‫Mass Storage‬
SETUP_LUNSET_MULTI,‫متعدد‬
SETUP_LUNSET_SINGLE,‫أحادي‬
SETUP_MAIN1,‫ إعدادات رئيسية 1‬
SETUP_MAIN2,‫ إعدادات رئيسية 2‬
SETUP_MAIN3,‫ إعدادات رئيسية 3‬
SETUP_MARINEPACK_GUIDE2,‫ضبط إلى تشغيل عند استخدام الغطاء‬
SETUP_MARINEPACK_GUIDE2_2,‫‬
SETUP_MASSSTORAGE,‫Mass Storage‬
SETUP_MONITOR,‫مراقبة‬
SETUP_MS_COPY_CHANGE_GUIDE2,‫نسخ جميع الصور من الذاكرة الداخلية‬
SETUP_MS_COPY_CHANGE_GUIDE2_2,‫‬
SETUP_MS_FOLDER_CHANGE_GUIDE2,‫تغيير المجلد لتسجيل الصورة‬
SETUP_MS_FOLDER_CHANGE_GUIDE2_2,‫‬
SETUP_MS_FOLDER_CREATE_GUIDE2,‫ عمل مجلد جديد‬
SETUP_MS_FOLDER_CREATE_GUIDE2_2,‫‬
SETUP_MS_FORMAT_GUIDE2,‫تهيئة Memory Stick‬
SETUP_MS_FORMAT_GUIDE2_2,‫‬
SETUP_NTSC,‫NTSC‬
SETUP_PAL,‫PAL‬
SETUP_PASSLOCK,‫قفل كلمة السر‬
SETUP_PASSLOCK_GUIDE,‫ضبط كلمة السر لقفل الصور‬
SETUP_PASSLOCK_GUIDE_2,‫‬
SETUP_PICTBRIDGE,‫PictBridge‬
SETUP_PTPMTP,‫PTP/MTP‬
SETUP_SHUTTER,‫ غالق‬
SETUP_SINGLE,‫مفرد‬
SETUP_SMILEDEMO,‫وضع  ايضاحي للابتسامة‬
SETUP_SMILEDEMO_GUIDE2,‫تشغيل العرض الإيضاحي للغالق الخاص‬
SETUP_SMILEDEMO_GUIDE2_2,‫بالإبتسامة‬
SETUP_TVTYPE,‫نوع‌TV‬
SETUP_TVTYPE_GUIDE2,‫لاختيار نوع شاشة التلفويون‬
SETUP_TVTYPE_GUIDE2_2,‫‬
SETUP_UPDATE,‫تحديث‬
SETUP_USBCONNECT,‫توصيل USB‬
SETUP_USBCONNECT_GUIDE2,‫وضع الخرج عند التوصيل خلال USB‬
SETUP_USBCONNECT_GUIDE2_2,‫‬
SETUP_VERSION,‫اصدار‬
SETUP_VERSION_GUIDE2,‫مراجعة الاصدار وتحديث التعليمات‬
SETUP_VERSION_GUIDE2_2,‫‬
SETUP_VIDEOOUT,‫خرج فيديو‬
SETUP_VIDEOOUT_GUIDE2,‫الخرج عند التوصيل إلى جهاز فيديو‬
SETUP_VIDEOOUT_GUIDE2_2,‫‬
SSMENU_10SEC,‫10 ثوان‬
SSMENU_1SEC,‫1 ثانية‬
SSMENU_3SEC,‫3 ثوان‬
SSMENU_5SEC,‫5 ثوان‬
SSMENU_ACTIVE,‫نشاط‬
SSMENU_ALL,‫الكل‬
SSMENU_BASIC,‫أساسي‬
SSMENU_DETAIL,‫ إعدادات أخرى‬
SSMENU_EFFECTS,‫مؤثرات‬
SSMENU_FACE_BASIC,‫وجه 1: أساسي‬
SSMENU_FACE_NOSTALGIC,‫وجه 2: حنين‬
SSMENU_FACE_STYLISH,‫وجه 3: أناقة‬
SSMENU_IMAGE,‫صورة‬
SSMENU_INFOLDER,‫مجلد‬
SSMENU_INTERVAL,‫فاصل‬
SSMENU_MUSIC,‫موسيقى‬
SSMENU_MUSIC1,‫Music1‬
SSMENU_MUSIC2,‫Music2‬
SSMENU_MUSIC3,‫Music3‬
SSMENU_MUSIC4,‫Music4‬
SSMENU_MUSIC5,‫Music5‬
SSMENU_MUSIC6,‫Music6‬
SSMENU_MUSIC7,‫Music7‬
SSMENU_MUSIC8,‫Music8‬
SSMENU_NORMAL_A,‫ عادي‬
SSMENU_NOSTALGIC,‫حنين‬
SSMENU_REFINE,‫مرشح بالأوجه‬
SSMENU_REPEAT,‫تكرار‬
SSMENU_SIMPLE,‫بسيط‬
SSMENU_STYLISH,‫أناقة‬
SSMENU_THIS_DATE,‫هذا التاريخ‬
SSMENU_THIS_EVENT,‫هذا الحدث‬
