CAMMENU_0EV,‫0EV‬
PBMENU_PRINT_ALL_GUIDE_2,‫‬
PBMENU_PRINT_DATEALL_GUIDE,‫چاپ همه تصاویر‬
PBMENU_PRINT_DATEALL_GUIDE_2,‫در این محدوده تاریخ‬
PBMENU_PRINT_EVENTALL_GUIDE,‫چاپ همه تصاویر‬
PBMENU_PRINT_EVENTALL_GUIDE_2,‫در این رویداد‬
PBMENU_PRINT_FAVALL_GUIDE,‫چاپ همه تصاویر‬
PBMENU_PRINT_FAVALL_GUIDE_2,‫در این گروه برگزیده ها‬
PBMENU_PRINT_SELECT_GUIDE,‫چاپ کردن تصاویر انتخاب شده‬
PBMENU_PRINT_SELECT_GUIDE_2,‫چندگانه‬
PBMENU_PRINT_SINGLE_GUIDE,‫چاپ کردن تصاویر‬
PBMENU_PRINT_SINGLE_GUIDE_2,‫‬
PBMENU_PROTECT,‫محافظت‬
PBMENU_PROTECT_ALL_CLEAR_GUIDE,‫خاموش کردن محافظت تصویر برای‬
PBMENU_PROTECT_ALL_CLEAR_GUIDE_2,‫همه تصاویر در این پرونده‬
PBMENU_PROTECT_ALL_SET_GUIDE,‫روشن کردن محافظت تصویر برای‬
PBMENU_PROTECT_ALL_SET_GUIDE_2,‫همه تصاویر در این پرونده‬
PBMENU_PROTECT_DATEALL_CLEAR_GUIDE,‫خاموش کردن محافظت برای همه‬
PBMENU_PROTECT_DATEALL_CLEAR_GUIDE_2,‫تصاویر در این محدوده تاریخ‬
PBMENU_PROTECT_DATEALL_SET_GUIDE,‫روشن کردن محافظت برای‬
PBMENU_PROTECT_DATEALL_SET_GUIDE_2,‫همه تصاویر در این محدوده تاریخ‬
PBMENU_PROTECT_EVENTALL_CLEAR_GUIDE,‫خاموش کردن محافظت برای‬
PBMENU_PROTECT_EVENTALL_CLEAR_GUIDE_2,‫همه تصاویر در این رویداد‬
PBMENU_PROTECT_EVENTALL_SET_GUIDE,‫روشن کردن محافظت برای‬
PBMENU_PROTECT_EVENTALL_SET_GUIDE_2,‫همه تصاویر در این رویداد‬
PBMENU_PROTECT_FAVALL_CLEAR_GUIDE,‫خاموش کردن محافظت برای همه‬
PBMENU_PROTECT_FAVALL_CLEAR_GUIDE_2,‫تصاویر در این گروه‬
PBMENU_PROTECT_FAVALL_SET_GUIDE,‫روشن کردن محافظت برای همه‬
PBMENU_PROTECT_FAVALL_SET_GUIDE_2,‫تصاویر در این گروه‬
PBMENU_PROTECT_SELECT_GUIDE,‫روشن/خاموش کردن محافظت تصویر‬
PBMENU_PROTECT_SELECT_GUIDE_2,‫برای تصاویر انتخاب شده چندگانه‬
PBMENU_PROTECT_SINGLE_GUIDE,‫روشن/خاموش کردن محافظت تصویر‬
PBMENU_PROTECT_SINGLE_GUIDE_2,‫‬
PBMENU_REFINE,‫فیلتر توسط چهره ها‬
PBMENU_REFINE_BABY,‫اطفال‬
PBMENU_REFINE_BABY_GUIDE,‫یافتن و نمایش تصاویر‬
PBMENU_REFINE_BABY_GUIDE_2,‫با اطفال‬
PBMENU_REFINE_CHILD,‫کودکان‬
PBMENU_REFINE_CHILD_GUIDE,‫یافتن و نمایش تصاویر‬
PBMENU_REFINE_CHILD_GUIDE_2,‫با چهره های کودکان‬
PBMENU_REFINE_CLEAR_GUIDE,‫نمایش همه تصاویر‬
PBMENU_REFINE_CLEAR_GUIDE_2,‫‬
PBMENU_REFINE_FACE,‫همه افراد‬
PBMENU_REFINE_FACE_GUIDE,‫یافتن و نمایش تصاویر‬
PBMENU_REFINE_FACE_GUIDE_2,‫با چهره افراد‬
PBMENU_REFINE_SMILE,‫لبخندها‬
PBMENU_REFINE_SMILE_GUIDE,‫یافتن و نمایش تصاویر‬
PBMENU_REFINE_SMILE_GUIDE_2,‫با چهره های افراد خندان‬
PBMENU_ROTATE,‫چرخش‬
PBMENU_ROTATE_GUIDE,‫چرخاندن تصاویر‬
PBMENU_ROTATE_GUIDE_2,‫‬
PBMENU_SCRAPBOOKALLSAVE,‫ذخیره کردن همه صفحات در مجموعه‬
PBMENU_SCRAPBOOKALL_GUIDE,‫ذخیره همه صفحات مجموعه‬
PBMENU_SCRAPBOOKALL_GUIDE_2,‫به عنوان تصاویر‬
PBMENU_SHARE_CLEAR,‫حذف علامت تسهیم‬
PBMENU_SHARE_CLEAR_DATEALL_GUIDE,‫حذف همه تصاویر در این‬
PBMENU_SHARE_CLEAR_DATEALL_GUIDE_2,‫محدوده تاریخ از علامت تسهیم‬
PBMENU_SHARE_CLEAR_EVENTALL_GUIDE,‫حذف همه تصاویر در این‬
PBMENU_SHARE_CLEAR_EVENTALL_GUIDE_2,‫رویداد از علامت تسهیم‬
PBMENU_SHARE_CLEAR_FAVALL_GUIDE,‫حذف همه تصاویر در این‬
PBMENU_SHARE_CLEAR_FAVALL_GUIDE_2,‫گروه از علامت تسهیم‬
PBMENU_SHARE_ENTRY,‫اضافه کردن به علامت تسهیم‬
PBMENU_SHARE_ENTRY_DATEALL_GUIDE,‫اضافه کردن همه تصاویر در این‬
PBMENU_SHARE_ENTRY_DATEALL_GUIDE_2,‫محدوده تاریخ به علامت تسهیم‬
PBMENU_SHARE_ENTRY_EVENTALL_GUIDE,‫اضافه کردن همه تصاویر در این‬
PBMENU_SHARE_ENTRY_EVENTALL_GUIDE_2,‫رویداد به علامت تسهیم‬
PBMENU_SHARE_ENTRY_FAVALL_GUIDE,‫اضافه کردن همه تصاویر در این‬
PBMENU_SHARE_ENTRY_FAVALL_GUIDE_2,‫گروه به علامت تسهیم‬
PBMENU_SHARE_SELECT_GUIDE,‫اضافه/حذف تصاویر انتخاب شده‬
PBMENU_SHARE_SELECT_GUIDE_2,‫به/از علامت تسهیم‬
PBMENU_SHARE_SET,‫اضافه/حذف علامت تسهیم‬
PBMENU_SHARE_SINGLE_GUIDE,‫اضافه/حذف این تصویر به/‬
PBMENU_SHARE_SINGLE_GUIDE_2,‫از علامت تسهیم‬
PBMENU_SLIDESHOW_GUIDE,‫پخش خودکار با موسیقی و جلوه ها‬
PBMENU_SLIDESHOW_GUIDE_2,‫‬
PBMENU_THISIMAGE,‫این تصویر‬
PBMENU_THISPAGE_GUIDE,‫ذخیره این تصویر صفحه مجموعه‬
PBMENU_THISPAGE_GUIDE_2,‫‬
PBMENU_VIEWSELECT,‫وضعیت مشاهده‬
PBMENU_VOLUMESETTINGS,‫تنظیمات درجه صدا‬
PBMENU_VOLUME_GUIDE,‫تنظیم درجه صدا در‬
PBMENU_VOLUME_GUIDE_2,‫پخش نمایش اسلاید/فیلم‬
PBMENU_WIDEZOOM,‫نمایش بزرگنمائی عریض‬
PBMENU_WSCREEN_GUIDE,‫چیدن تصویر به اندازه 16:9‬
PBMENU_WSCREEN_GUIDE_2,‫و نمایش‬
PRINTMENU_10X15CM,‫10x15 cm‬
PRINTMENU_1PICBORDER,‫١ بالا/حاشیه‬
PRINTMENU_1PICNOBORDER,‫١ بالا/بی حاشیه‬
PRINTMENU_2L,‫13x18 cm‬
PRINTMENU_2PICS,‫٢ بالا‬
PRINTMENU_3PICS,‫٣ بالا‬
PRINTMENU_4PICS,‫٤ بالا‬
PRINTMENU_4X6,‫"‌4x6‬
PRINTMENU_8PICS,‫٨ بالا‬
PRINTMENU_A3,‫A3‬
PRINTMENU_A3PLUS,‫A3+‬
PRINTMENU_A4,‫A4‬
PRINTMENU_A6,‫A6‬
PRINTMENU_DATE,‫تاریخ‬
PRINTMENU_DATE_A,‫تاریخ‬
PRINTMENU_DAYANDTIME,‫روز و زمان‬
PRINTMENU_HAGAKI,‫Hagaki‬
PRINTMENU_HDTV,‫اندازه عریض‬
PRINTMENU_INDEX,‫فهرست‬
PRINTMENU_INDEXPRINT,‫چاپ فهرست‬
PRINTMENU_L,‫9x13 cm‬
PRINTMENU_LETTER,‫نامه‬
PRINTMENU_PICTUREINPAPER,‫چیدمان‬
PRINTMENU_QUANTITY,‫کمیت‬
PRINTMENU_SIZE,‫اندازه‬
SAVE,‫ذخیره‬
SETUP_AFILLUMINATOR,‫چراغ AF‬
SETUP_AFILLUMINATOR_GUIDE2,‫نور پرکننده برای تمرکز کردن در نور کم‬
SETUP_AFILLUMINATOR_GUIDE2_2,‫‬
SETUP_AFMODE,‫وضعیت AF‬
SETUP_AFMODE_GUIDE2,‫تنظیمات تمرکز خودکار‬
SETUP_AFMODE_GUIDE2_2,‫‬
SETUP_AUTOREVIEW,‫مرور خودکار‬
SETUP_AUTOREVIEW_GUIDE2,‫مرور کردن تصاویر 2 ثانیه بعد از‬
SETUP_AUTOREVIEW_GUIDE2_2,‫تصویربرداری‬
SETUP_BEEP,‫بیپ‬
SETUP_BEEP_GUIDE2,‫تنظیمات بيپ‬
SETUP_BEEP_GUIDE2_2,‫‬
SETUP_BGMTOOL_DOWNLOAD_GUIDE2,‫تغییر دادن موسیقی نمایش اسلاید‬
SETUP_BGMTOOL_DOWNLOAD_GUIDE2_2,‫‬
SETUP_BGMTOOL_FORMAT_GUIDE2,‫حذف کردن همه موسیقی های نمایش‬
SETUP_BGMTOOL_FORMAT_GUIDE2_2,‫اسلاید‬
SETUP_BGM_DOWNLOAD,‫دنلودموزیک‬
SETUP_BGM_FORMAT,‫فرمت موزیک‬
SETUP_CALIBRATION,‫کالیبرسیون‬
SETUP_CAM1,‫تنظیمات تصویربرداری 1‬
SETUP_CAM2,‫تنظیمات تصویربرداری 2‬
SETUP_CHANGERECFOLDER,‫تغییر پرونده ضبط‬
SETUP_CLOCK_GUIDE2,‫تنظیم نمودن تاریخ و زمان‬
SETUP_CLOCK_GUIDE2_2,‫‬
SETUP_COMPONENT,‫COMPONENT‬
SETUP_COMPONENT_D1,‫SD‬
SETUP_COMPONENT_D3,‫‌(‌H‌D‌(‌1‌0‌8‌0‌i‬
SETUP_COMPONENT_GUIDE2,‫تنظیمات خروجی مؤلفه‬
SETUP_COMPONENT_GUIDE2_2,‫‬
SETUP_CONTROLGUIDE,‫راهنمای کنترل‬
SETUP_CONTROLGUIDE_GUIDE,‫تنظیمات راهنمای کنترل‬
SETUP_CONVERSION_GUIDE2,‫انتخاب نمودن یک لنز تبدیل‬
SETUP_CONVERSION_GUIDE2_2,‫‬
SETUP_COPY,‫کپی‬
SETUP_CREATERECFOLDER,‫ایجاد پرونده ضبط‬
SETUP_DEMOMODE,‫وضعیت نمایش‬
SETUP_DEMOMODE_GUIDE,‫تعیین بر روی روشن برای وضعیت نمایش‬
SETUP_DEMOMODE_GUIDE_2,‫‬
SETUP_DIGITALZOOM,‫زوم دیجیتالی‬
SETUP_DIGITALZOOM_PRECISION,‫دقیق‬
SETUP_DIGITALZOOM_SMART,‫هوشمند‬
SETUP_DIRECTIONJUDGE,‫ترتیب خودکار‬
SETUP_DIRECTIONJUDGE_GUIDE2,‫تعیین جهت  دوربین و ذخیره آن‬
SETUP_DIRECTIONJUDGE_GUIDE2_2,‫‬
SETUP_DISP,‫تنظیم نمایش‬
SETUP_DISP_09,‫9‬
SETUP_DISP_12,‫12‬
SETUP_DISP_16,‫16‬
SETUP_DISP_20,‫20‬
SETUP_DISP_BRIGHT,‫روشن‬
SETUP_DISP_BRIGHTNESS,‫روشنائی LCD‬
SETUP_DISP_BRIGHTNESSSET,‫روشنائی‬
SETUP_DISP_HISTOGRAMSET,‫هیستوگرام‬
SETUP_DISP_IMAGEONLY,‫فقط تصویر‬
SETUP_DISP_INDEX,‫تنظیم فهرست تصویر‬
SETUP_DISP_MSG_GRAPH_OFF,‫نموداری نمایش داده نمی شود‬
SETUP_DISP_MSG_GRAPH_ON,‫روشنی تصویر را بصورت یک نمودار نشان می دهد‬
SETUP_DISP_MSG_ICON,‫فقط دکمه های عملکرد را نشان می دهد‬
SETUP_DISP_MSG_IMAGE,‫فقط تصویر را نمایش می دهد‬
SETUP_DISP_MSG_INFO,‫دکمه های عملکرد و اطلاعات را نمایش می دهد‬
SETUP_DISP_MSG_LIGHT_BRIGHT,‫صفحه را بر روشنائی زیادتر تعیین می کند‬
SETUP_DISP_MSG_LIGHT_NORMAL,‫صفحه را بر روشنائی عادی تعیین می کند‬
SETUP_DISP_MSG_THUMBNAIL_09,‫نمایش فهرست 9 تصویری‬
SETUP_DISP_MSG_THUMBNAIL_12,‫نمایش فهرست 12 تصویر‬
SETUP_DISP_MSG_THUMBNAIL_16,‫نمایش فهرست 16 تصویری‬
SETUP_DISP_MSG_THUMBNAIL_20,‫نمایش فهرست 20 تصویر‬
SETUP_DISP_MSG_WIDEZOOMSET_OFF,‫نمایش تصاویر در نسبت ابعاد اولیه‬
SETUP_DISP_MSG_WIDEZOOMSET_ON,‫نمایش تصاویر در اندازه صفحه کامل‬
SETUP_DISP_OFF,‫خاموش‬
SETUP_DISP_ON,‫روشن‬
SETUP_DISP_OPT,‫تعداد تصاویر‬
SETUP_DISP_PLAY,‫تنظیم نمایش صفحه پخش‬
SETUP_DISP_SHOOT,‫تنظیم نمایش صفحه تصویربرداری‬
SETUP_DISP_WIDEZOOMSET,‫بزرگنمائی عریض‬
SETUP_EXPANDEDFOUCS_GUIDE2,‫بزرگ کردن مرکز هنگام تمرکز دستی‬
SETUP_EXPANDEDFOUCS_GUIDE2_2,‫‬
SETUP_EZOOM_GUIDE2,‫تنظیمات بزرگنمایی دیجیتال‬
SETUP_EZOOM_GUIDE2_2,‫‬
SETUP_FLASHSYNCHRO_GUIDE2,‫انتخاب نمودن زمان بندی فلاش‬
SETUP_FLASHSYNCHRO_GUIDE2_2,‫‬
SETUP_FORMAT,‫فرمت‬
SETUP_FUNCTIONGUIDE,‫راهنمای عمل‬
SETUP_FUNCTIONGUIDE_GUIDE2,‫تنظیمات راهنمای کارکرد‬
SETUP_FUNCTIONGUIDE_GUIDE2_2,‫‬
SETUP_GRIDLINE,‫خط شبکه‬
SETUP_GRIDLINE_GUIDE2,‫راهنماهای کادربندی تصویر‬
SETUP_GRIDLINE_GUIDE2_2,‫‬
SETUP_HOUSING,‫پوشش‬
SETUP_INITIALIZE,‫بازآغازسازی‬
SETUP_INITIALIZE_GUIDE2,‫بازتنظیم تنظیمات پیش تعریف شده اولیه‬
SETUP_INITIALIZE_GUIDE2_2,‫‬
SETUP_INTERNALMEMORY_FORMAT_GUIDE2,‫فرمت کردن حافظه داخلی‬
SETUP_INTERNALMEMORY_FORMAT_GUIDE2_2,‫‬
SETUP_LANG,‫فارسى‬
SETUP_LANG_5WAY,‫فارسى‬
SETUP_LCD_RESPOINT_GUIDE2,‫موقعیت پاسخ لمس LCD را تنظیم می کند‬
SETUP_LCD_RESPOINT_GUIDE2_2,‫‬
SETUP_LUNSET,‫تنظیمات LUN‬
SETUP_LUNSET_GUIDE,‫انتخاب واسطه برای وصل شدن به‬
SETUP_LUNSET_GUIDE_2,‫Mass Storage‬
SETUP_LUNSET_MULTI,‫چندگانه‬
SETUP_LUNSET_SINGLE,‫منفرد‬
SETUP_MAIN1,‫تنظیمات اصلی 1‬
SETUP_MAIN2,‫تنظیمات اصلی 2‬
SETUP_MAIN3,‫تنظیمات اصلی 3‬
SETUP_MARINEPACK_GUIDE2,‫تعیین بر ON هنگام استفاده از پوشش‬
SETUP_MARINEPACK_GUIDE2_2,‫‬
SETUP_MASSSTORAGE,‫Mass Storage‬
SETUP_MONITOR,‫مونیتور‬
SETUP_MS_COPY_CHANGE_GUIDE2,‫کپی کردن همه تصاویر از حافظه داخلی‬
SETUP_MS_COPY_CHANGE_GUIDE2_2,‫‬
SETUP_MS_FOLDER_CHANGE_GUIDE2,‫تغییر دادن پرونده برای ضبط کردن تصویر‬
SETUP_MS_FOLDER_CHANGE_GUIDE2_2,‫‬
SETUP_MS_FOLDER_CREATE_GUIDE2,‫ایجاد یک پرونده جدید‬
SETUP_MS_FOLDER_CREATE_GUIDE2_2,‫‬
SETUP_MS_FORMAT_GUIDE2,‫فرمت کردن Memory Stick‬
SETUP_MS_FORMAT_GUIDE2_2,‫‬
SETUP_NTSC,‫NTSC‬
SETUP_PAL,‫PAL‬
SETUP_PASSLOCK,‫قفل رمز عبور‬
SETUP_PASSLOCK_GUIDE,‫تعیین رمز عبور برای قفل کردن تصاویر‬
SETUP_PASSLOCK_GUIDE_2,‫‬
SETUP_PICTBRIDGE,‫PictBridge‬
SETUP_PTPMTP,‫PTP/MTP‬
SETUP_SHUTTER,‫شاتر‬
SETUP_SINGLE,‫منفرد‬
SETUP_SMILEDEMO,‫وضعیت نمایش لبخند‬
SETUP_SMILEDEMO_GUIDE2,‫تعیین روشن برای وضعیت نمایش دیافراگم‬
SETUP_SMILEDEMO_GUIDE2_2,‫لبخند‬
SETUP_TVTYPE,‫نوع تلویزیون‬
SETUP_TVTYPE_GUIDE2,‫برای انتخاب نوع مانیتور تلویزیون.‬
SETUP_TVTYPE_GUIDE2_2,‫‬
SETUP_UPDATE,‫به روز کردن‬
SETUP_USBCONNECT,‫اتصال USB‬
SETUP_USBCONNECT_GUIDE2,‫وضعیت خروجی هنگام وصل شدن از طریق‬
SETUP_USBCONNECT_GUIDE2_2,‫USB‬
SETUP_VERSION,‫نسخه‬
SETUP_VERSION_GUIDE2,‫بازبینی نسخه و به روز کردن سفت افزار‬
SETUP_VERSION_GUIDE2_2,‫‬
SETUP_VIDEOOUT,‫خروجی ویدیو‬
SETUP_VIDEOOUT_GUIDE2,‫خروجی هنگام وصل شدن به وسیله‬
SETUP_VIDEOOUT_GUIDE2_2,‫ویدیویی‬
SSMENU_10SEC,‫10 ثانیه‬
SSMENU_1SEC,‫1 ثانیه‬
SSMENU_3SEC,‫3 ثانیه‬
SSMENU_5SEC,‫5 ثانیه‬
SSMENU_ACTIVE,‫فعال‬
SSMENU_ALL,‫همه‬
SSMENU_BASIC,‫پایه‬
SSMENU_DETAIL,‫تنظیمات دیگر‬
SSMENU_EFFECTS,‫جلوه ها‬
SSMENU_FACE_BASIC,‫چهره 1: پایه‬
SSMENU_FACE_NOSTALGIC,‫چهره 2 : نوستالژیک‬
SSMENU_FACE_STYLISH,‫چهره 3: شیک‬
SSMENU_IMAGE,‫تصویر‬
SSMENU_INFOLDER,‫پرونده‬
SSMENU_INTERVAL,‫فاصله زمانى‬
SSMENU_MUSIC,‫موزیک‬
SSMENU_MUSIC1,‫Music1‬
SSMENU_MUSIC2,‫Music2‬
SSMENU_MUSIC3,‫Music3‬
SSMENU_MUSIC4,‫Music4‬
SSMENU_MUSIC5,‫Music5‬
SSMENU_MUSIC6,‫Music6‬
SSMENU_MUSIC7,‫Music7‬
SSMENU_MUSIC8,‫Music8‬
SSMENU_NORMAL_A,‫ عادی‬
SSMENU_NOSTALGIC,‫نوستالوژیک‬
SSMENU_REFINE,‫فیلتر کردن‬
SSMENU_REPEAT,‫تکرار‬
SSMENU_SIMPLE,‫ساده‬
SSMENU_STYLISH,‫شیک‬
SSMENU_THIS_DATE,‫این تاریخ‬
SSMENU_THIS_EVENT,‫این رویداد‬
